Country Name,CountryCode,ROL2015,ROL2016,ROL2017,ROL2018,ROL2019,COC2015,COC2016,COC2017,COC2018,COC2019,GE2015,GE2016,GE2017,GE2018,GE2019,Rank2015,Rank2016,Rank2017,Rank2018,Rank2019,Diff1516,DiffCoded1516,Diff1617,DiffCoded1617,Diff1718,DiffCoded1718,Diff1819,DiffCoded1819
Tanzania,TZA,42.30769,37.98077,34.13462,31.25,29.32692,27.40385,35.09615,40.86538,39.42308,40.86538,31.73077,34.61538,27.88461,21.15385,17.30769,33.81410333,35.89743333,34.29487,30.60897667,29.16666333,2.08333,1,-1.60256333,0,-3.68589333,0,-1.44231334,0
Thailand,THA,50.96154,54.32692,54.80769,54.80769,57.69231,37.01923,42.30769,42.78846,40.86538,39.42308,65.86539,66.34615,66.82692,66.82692,65.86539,51.28205333,54.32692,54.80769,54.16666333,54.32692667,3.04486667,1,0.48077,1,-0.64102667,0,0.16026334,1
Timor-Leste,TLS,11.05769,10.09615,10.09615,10.09615,12.01923,36.53846,34.61538,34.61538,38.46154,41.34615,13.46154,14.42308,16.34615,15.86539,16.82692,20.35256333,19.71153667,20.35256,21.47436,23.39743333,-0.64102666,0,0.64102333,1,1.1218,1,1.92307333,1
Togo,TGO,23.07692,30.28846,24.51923,29.80769,28.36539,25.48077,28.36539,25.96154,25.48077,25.48077,11.05769,12.98077,12.5,12.98077,15.86539,19.87179333,23.87820667,20.99359,22.75641,23.23718333,4.00641334,1,-2.88461667,0,1.76282,1,0.48077333,1
Tonga,TON,48.55769,60.09615,62.01923,64.90385,66.82692,38.94231,38.46154,51.44231,54.80769,41.82692,42.78846,42.78846,44.23077,58.65385,59.13462,43.42948667,47.11538333,52.56410333,59.45513,55.92948667,3.68589666,1,5.44872,1,6.89102667,1,-3.52564333,0
Trinidad and Tobago,TTO,52.88462,50,50.96154,50.48077,49.51923,47.11538,50,44.23077,44.23077,49.03846,62.98077,62.98077,62.98077,60.57692,57.21154,54.32692333,54.32692333,52.72436,51.76282,51.92307667,0,1,-1.60256333,0,-0.96154,0,0.16025667,1
Tunisia,TUN,55.28846,54.80769,55.76923,56.25,55.76923,55.76923,53.36538,53.84615,56.25,52.88462,49.03846,44.23077,50.48077,48.55769,48.55769,53.36538333,50.80128,53.36538333,53.68589667,52.40384667,-2.56410333,0,2.56410333,1,0.32051334,1,-1.28205,0
Turkey,TUR,53.36538,46.63462,45.19231,42.30769,44.71154,53.36538,50.48077,49.51923,43.75,44.71154,62.01923,54.80769,55.28846,53.84615,54.32692,56.24999667,50.64102667,50,46.63461333,47.91666667,-5.60897,0,-0.64102667,0,-3.36538667,0,1.28205334,1
Turkmenistan,TKM,5.288462,6.25,6.25,6.25,6.730769,5.769231,4.326923,4.326923,8.173077,3.846154,19.23077,11.53846,10.09615,14.42308,11.05769,10.09615433,7.371794333,6.891024333,9.615385667,7.211537667,-2.724359997,0,-0.48077,0,2.724361334,1,-2.403848,0
Tuvalu,TUV,65.38461,67.78846,71.15385,70.67308,67.78846,56.73077,58.65385,58.65385,58.65385,66.82692,15.86539,17.30769,21.63461,23.07692,27.88461,45.99359,47.91666667,50.48077,50.80128333,54.16666333,1.92307667,1,2.56410333,1,0.32051333,1,3.36538,1
Uganda,UGA,40.86538,45.19231,42.30769,43.26923,43.75,13.46154,12.98077,13.94231,14.42308,11.53846,36.53846,32.69231,31.73077,29.80769,31.25,30.28846,30.28846333,29.32692333,29.16666667,28.84615333,3.33E-06,1,-0.96154,0,-0.16025666,0,-0.32051334,0
Ukraine,UKR,22.11539,24.51923,25,24.03846,25.48077,14.90385,21.15385,22.11539,18.26923,26.44231,34.61538,32.21154,35.09615,38.46154,39.90385,23.87820667,25.96154,27.40384667,26.92307667,30.60897667,2.08333333,1,1.44230667,1,-0.48077,0,3.6859,1
United Arab Emirates,ARE,73.07692,78.36539,77.40385,77.40385,77.88461,82.69231,84.13461,82.69231,83.65385,83.65385,91.34615,90.86539,90.86539,90.38461,88.94231,82.37179333,84.45513,83.65385,83.81410333,83.49359,2.08333667,1,-0.80128,0,0.16025333,1,-0.32051333,0
United Kingdom,GBR,93.75,92.78846,92.78846,91.82692,91.34615,93.75,94.23077,94.71154,93.26923,93.75,94.23077,92.78846,90.38461,87.98077,90.38461,93.91025667,93.26923,92.62820333,91.02564,91.82692,-0.64102667,0,-0.64102667,0,-1.60256333,0,0.80128,1
United States,USA,90.38461,91.34615,91.82692,89.90385,89.90385,89.90385,89.90385,88.94231,88.46154,84.61539,89.90385,91.34615,92.78846,92.30769,91.34615,90.06410333,90.86538333,91.18589667,90.22436,88.62179667,0.80128,1,0.32051334,1,-0.96153667,0,-1.60256333,0
Uruguay,URY,75,73.55769,72.11539,73.07692,74.51923,89.42308,88.46154,88.46154,87.5,87.98077,72.59615,73.07692,68.26923,73.07692,74.51923,79.00641,78.36538333,76.28205333,77.88461333,79.00641,-0.64102667,0,-2.08333,0,1.60256,1,1.12179667,1
Uzbekistan,UZB,11.53846,11.53846,11.05769,12.98077,14.42308,8.653846,11.05769,12.01923,12.98077,14.42308,26.92308,31.73077,32.21154,33.65385,34.13462,15.70512867,18.10897333,18.42948667,19.87179667,20.99359333,2.40384466,1,0.32051334,1,1.44231,1,1.12179666,1
Vanuatu,VUT,59.61538,62.98077,68.75,64.42308,60.09615,54.32692,54.80769,57.69231,50.48077,47.11538,21.15385,18.26923,17.78846,34.61538,32.69231,45.03205,45.35256333,48.07692333,49.83974333,46.63461333,0.32051333,1,2.72436,1,1.76282,1,-3.20513,0
"Venezuela, RB",VEN,0.4807692,0.4807692,0.4807692,0.4807692,0.4807692,4.326923,6.730769,7.211538,4.807693,4.326923,10.57692,8.173077,7.692307,4.807693,4.326923,5.128204067,5.128205067,5.128204733,3.365385067,3.044871733,1.00E-06,1,-3.34E-07,0,-1.762819666,0,-0.320513334,0
Vietnam,VNM,43.75,56.73077,56.25,54.32692,53.36538,41.82692,37.5,31.25,37.98077,34.13462,55.28846,53.84615,53.36538,53.36538,53.84615,46.95512667,49.35897333,46.95512667,48.55769,47.11538333,2.40384666,1,-2.40384666,0,1.60256333,1,-1.44230667,0
Virgin Islands (U.S.),VIR,78.84615,73.07692,73.55769,84.61539,83.65385,72.59615,72.11539,73.07692,73.55769,72.59615,86.53846,87.98077,76.44231,76.44231,76.44231,79.32692,77.72436,74.35897333,78.20513,77.56410333,-1.60256,0,-3.36538667,0,3.84615667,1,-0.64102667,0
West Bank and Gaza,PSE,36.05769,40.86538,36.53846,33.17308,33.65385,40.38462,51.92308,56.25,48.55769,46.63462,37.5,29.32692,36.53846,20.67308,23.07692,37.98077,40.70512667,43.10897333,34.13461667,34.45513,2.72435667,1,2.40384666,1,-8.97435666,0,0.32051333,1
"Yemen, Rep.",YEM,7.211538,3.365385,2.403846,1.923077,2.884615,2.884615,1.442308,1.442308,0.9615384,1.923077,3.365385,1.923077,1.442308,0.4807692,0.4807692,4.487179333,2.24359,1.762820667,1.121794867,1.7628204,-2.243589333,0,-0.480769333,0,-0.6410258,0,0.641025533,1
Zambia,ZMB,47.11538,43.26923,41.34615,41.34615,35.09615,45.67308,41.34615,34.13462,27.88461,28.36539,32.69231,27.40385,28.84615,33.17308,27.40385,41.82692333,37.33974333,34.77564,34.13461333,30.28846333,-4.48718,0,-2.56410333,0,-0.64102667,0,-3.84615,0
Zimbabwe,ZWE,6.25,8.173077,7.692307,8.173077,8.173077,6.730769,9.615385,9.615385,10.09615,10.09615,12.01923,11.05769,11.05769,10.57692,10.57692,8.333333,9.615384,9.455127333,9.615382333,9.615382333,1.282051,1,-0.160256667,0,0.160255,1,0,1
